date,Dist_noconnection,USAdistcumsum0,USAdistcumsum1,USAdistcumsum2,USAdistcumsum3,USAdistcumsum5,CHNdistcumsum0,CHNdistcumsum1,CHNdistcumsum2,CHNdistcumsum3,CHNdistcumsum5,EAdistcumsum0,EAdistcumsum1,EAdistcumsum2,EAdistcumsum3,EAdistcumsum5
01dec2012,100,14.541317,36.800682,45.944038,58.267906,65.021194,12.323869,20.655285,24.776745,62.279655,65.021194,12.192854,35.71257,45.944038,58.267906,65.021194
01jan2013,100,14.434751,36.223915,45.577393,58.488148,65.348579,12.910756,21.355761,25.442503,62.656204,65.348587,11.829892,35.161835,45.577396,58.488152,65.348587
01feb2013,100,14.434751,36.223915,45.577393,58.488148,65.348579,12.910756,21.355761,25.442503,62.656204,65.348587,11.829892,35.161835,45.577396,58.488152,65.348587
01mar2013,100,14.434751,36.223915,45.577393,58.488148,67.890747,12.910756,23.897926,27.984669,65.198364,67.890747,11.829892,35.161835,45.577396,58.488152,67.890755
01apr2013,100,14.434751,36.223915,45.577393,58.488148,67.890747,12.910756,23.897926,27.984669,65.198364,67.890747,11.829892,35.161835,45.577396,58.488152,67.890755
01may2013,100,14.434751,36.223915,45.577393,58.488148,67.877251,12.910756,23.88443,27.971172,65.184875,67.877258,11.829892,35.161835,45.577396,58.488152,67.877251
01jun2013,100,14.434751,36.223915,58.488152,67.877251,67.877251,12.910756,26.117886,58.231113,67.877258,67.877258,11.829892,35.161835,58.488152,67.877251,67.877251
01jul2013,100,14.434751,36.223915,58.488152,67.877251,67.877251,12.910756,26.117886,58.231113,67.877258,67.877258,11.829892,35.161835,58.488152,67.877251,67.877251
01aug2013,100,14.434751,36.223915,58.488152,67.877251,67.877251,12.910756,26.117886,58.231113,67.877258,67.877258,11.829892,35.161835,58.488152,67.877251,67.877251
01sep2013,100,14.434751,36.223915,58.488152,67.917389,67.917389,12.910756,26.361149,58.474377,67.917389,67.917389,11.829892,35.161835,58.488152,67.917389,67.917389
01oct2013,100,14.434751,36.223915,58.488152,67.917389,67.917389,12.910756,40.096283,60.991638,67.917389,67.917389,11.829892,48.07259,67.917389,67.917389,67.917389
01nov2013,100,14.434751,36.223915,58.488152,67.917389,67.917389,12.910756,40.096283,60.991638,67.917389,67.917389,11.829892,48.07259,67.917389,67.917389,67.917389
01dec2013,100,14.434751,36.223915,58.488152,67.917389,67.917389,12.910756,40.096283,60.991638,67.917389,67.917389,11.829892,48.07259,67.917389,67.917389,67.917389
01jan2014,100,14.336741,35.783276,58.812988,68.162033,68.162033,13.444419,40.379562,61.044685,68.162033,68.162033,11.625416,48.17308,68.162033,68.162033,68.162033
01feb2014,100,14.336741,35.783276,58.812988,68.162033,68.162033,13.444419,40.379562,61.044685,68.162033,68.162033,11.625416,48.17308,68.162033,68.162033,68.162033
01mar2014,100,14.336741,35.783276,58.812988,68.162033,68.162033,13.444419,40.379562,61.044685,68.162033,68.162033,11.625416,48.17308,68.162033,68.162033,68.162033
01apr2014,100,14.336741,35.783276,58.812988,68.162033,68.162033,13.444419,40.379562,61.044685,68.162033,68.162033,11.625416,48.17308,68.162033,68.162033,68.162033
01may2014,100,14.336741,35.783276,58.812988,67.99733,67.99733,13.444419,40.214851,60.879974,67.997322,67.997322,11.625416,48.17308,67.99733,67.99733,67.99733
01jun2014,100,14.336741,35.783276,58.812988,67.972343,67.972343,13.444419,40.189869,60.854992,67.972343,67.972343,11.625416,48.17308,67.972343,67.972343,67.972343
01jul2014,100,14.336741,35.783276,58.812988,68.426949,68.426949,13.444419,41.074852,61.309597,68.426949,68.426949,11.625416,48.17308,68.426949,68.426949,68.426949
01aug2014,100,14.336741,35.783276,58.812988,68.451935,68.451935,13.444419,41.099834,61.334579,68.451927,68.451927,11.625416,48.17308,68.451935,68.451935,68.451935
01sep2014,100,14.336741,35.783276,58.812988,68.648621,68.648621,13.444419,41.296524,61.531269,68.648621,68.648621,11.625416,48.17308,68.648621,68.648621,68.648621
01oct2014,100,14.336741,35.783276,59.354515,72.178658,72.178658,13.444419,44.28503,64.519775,72.178658,72.178658,11.625416,48.17308,72.178658,72.178658,72.178658
01nov2014,100,14.336741,35.783276,59.354515,72.365387,72.365387,13.444419,45.794769,66.570633,72.365387,72.365387,11.625416,48.17308,72.365387,72.365387,72.365387
01dec2014,100,14.336741,35.783276,59.354515,72.696922,72.696922,13.444419,46.126301,66.902168,72.696922,72.696922,11.625416,48.17308,72.69693,72.69693,72.69693
01jan2015,100,14.304306,35.502449,59.866718,72.901344,72.901344,13.944707,46.170174,66.844681,72.901337,72.901337,11.507735,48.404076,72.901344,72.901344,72.901344
01feb2015,100,14.304306,35.502449,59.866718,72.901344,72.901344,13.944707,45.698357,66.844688,72.901352,72.901352,11.507735,48.404076,72.42952,72.901337,72.901337
01mar2015,100,14.304306,35.502449,58.28627,70.319519,71.379753,13.944707,43.588348,65.32309,71.379745,71.379745,11.507735,48.404076,70.319519,71.379753,71.379753
01apr2015,100,14.304306,35.502449,58.28627,71.49958,71.971397,13.944707,44.768414,65.914742,71.971405,71.971405,11.507735,48.404076,71.499588,71.971405,71.971405
01may2015,100,14.304306,35.502449,58.663471,71.964836,72.436653,13.944707,45.233669,66.379997,72.436661,72.436661,11.507735,48.404076,71.964836,72.436653,72.436653
01jun2015,100,14.304306,35.502449,58.663471,71.964836,72.436653,13.944707,45.233669,66.379997,72.436661,72.436661,11.507735,48.404076,71.964836,72.436653,72.436653
01jul2015,100,14.304306,35.502449,58.663471,71.964836,72.436653,13.944707,43.021545,66.379997,72.436661,72.436661,11.507735,48.404076,71.964836,72.436653,72.436653
01aug2015,100,14.304306,35.502449,58.663471,71.964836,72.436653,13.944707,43.021545,66.379997,72.436661,72.436661,11.507735,48.404076,71.964836,72.436653,72.436653
01sep2015,100,14.304306,35.502449,58.663471,71.983055,72.454872,13.944707,43.039764,66.398216,72.45488,72.45488,11.507735,48.404076,71.983055,72.454872,72.454872
01oct2015,100,14.304306,35.502449,58.663471,71.983055,72.454872,13.944707,45.251884,66.398216,72.45488,72.45488,11.507735,48.404076,71.983055,72.454872,72.454872
01nov2015,100,14.304306,35.502449,58.663471,73.538261,74.010078,13.944707,46.807087,67.953415,74.010071,74.010071,11.507735,48.404076,73.538254,74.010071,74.010071
01dec2015,100,14.304306,35.502449,58.663471,74.010078,74.010078,13.944707,47.278908,67.953415,74.010071,74.010071,11.507735,48.404076,74.010078,74.010078,74.010078
01jan2016,100,14.144619,35.055984,53.295105,68.395576,68.395576,14.460202,47.408417,67.814751,68.395576,68.395576,11.376892,48.490772,68.395576,68.395576,68.395576
01feb2016,100,14.144619,35.055984,53.295105,68.395576,68.395576,14.460202,47.408417,67.814751,68.395576,68.395576,11.376892,48.490772,68.395576,68.395576,68.395576
01mar2016,100,14.144619,35.055984,54.174965,68.395576,68.395576,14.460202,47.408417,67.814751,68.395576,68.395576,11.376892,48.490772,68.395576,68.395576,68.395576
01apr2016,100,14.144619,35.055984,54.174965,66.222061,66.222061,14.460202,45.234905,65.641235,66.222061,66.222061,11.376892,48.490772,66.222069,66.222069,66.222069
01may2016,100,14.144619,35.055984,54.174965,66.427315,66.427315,14.460202,45.440159,65.846497,66.427322,66.427322,11.376892,48.490772,66.427322,66.427322,66.427322
01jun2016,100,14.144619,35.055984,54.174965,66.514923,66.514923,14.460202,45.527763,65.934097,66.514923,66.514923,11.376892,48.490772,66.514923,66.514923,66.514923
01jul2016,100,14.144619,35.055984,54.174965,66.514923,66.514923,14.460202,45.527763,65.934097,66.514923,66.514923,11.376892,48.490772,66.514923,66.514923,66.514923
01aug2016,100,14.144619,35.055984,54.174965,66.514923,66.514923,14.460202,45.527763,65.934097,66.514923,66.514923,11.376892,48.490772,66.514923,66.514923,66.514923
01sep2016,100,14.144619,35.055984,54.174965,66.514923,66.514923,14.460202,45.527763,65.934097,66.514923,66.514923,11.376892,48.490772,66.514923,66.514923,66.514923
01oct2016,100,14.144619,35.055984,54.174965,66.48867,66.48867,14.460202,45.501511,65.907845,66.48867,66.48867,11.376892,48.490772,66.48867,66.48867,66.48867
01nov2016,100,14.144619,35.055984,54.174965,66.474838,66.474838,14.460202,43.478176,65.89402,66.474846,66.474846,11.376892,48.490772,66.474846,66.474846,66.474846
01dec2016,100,14.144619,35.055984,54.174965,67.306831,67.306831,14.460202,44.310162,66.726006,67.306831,67.306831,11.376892,48.490772,67.306831,67.306831,67.306831
01jan2017,100,13.983524,34.647026,52.214561,67.369827,67.369827,14.914082,44.599346,66.770546,67.369827,67.369827,11.269782,48.56028,65.332558,67.369827,67.369827
01feb2017,100,13.983524,34.647026,52.214561,67.369827,67.369827,14.914082,44.599346,66.770546,67.369827,67.369827,11.269782,48.56028,65.332558,67.369827,67.369827
01mar2017,100,13.983524,34.647026,52.214561,67.369827,67.369827,14.914082,44.599346,66.770546,67.369827,67.369827,11.269782,48.56028,65.332558,67.369827,67.369827
01apr2017,100,13.983524,34.647026,52.214561,67.369827,67.369827,14.914082,44.599346,66.770546,67.369827,67.369827,11.269782,48.56028,65.332558,67.369827,67.369827
01may2017,100,13.983524,34.647026,53.10619,67.369827,67.369827,14.914082,44.599346,66.770546,67.369827,67.369827,11.269782,48.56028,65.332558,67.369827,67.369827
01jun2017,100,13.983524,34.647026,53.10619,67.369827,67.369827,14.914082,44.599346,66.770546,67.369827,67.369827,11.269782,48.56028,65.332558,67.369827,67.369827
01jul2017,100,13.983524,34.647026,53.10619,67.369827,67.369827,14.914082,44.599346,66.770546,67.369827,67.369827,11.269782,48.56028,65.332558,67.369827,67.369827
01aug2017,100,13.983524,34.647026,53.10619,67.369827,67.369827,14.914082,44.599346,66.770546,67.369827,67.369827,11.269782,48.56028,65.332558,67.369827,67.369827
01sep2017,100,13.983524,34.647026,53.715591,67.369827,67.369827,14.914082,44.599346,66.770546,67.369827,67.369827,11.269782,48.56028,65.332558,67.369827,67.369827
01oct2017,100,13.983524,34.647026,53.715591,67.161644,67.161644,14.914082,44.391159,66.562363,67.161644,67.161644,11.269782,48.56028,65.124374,67.161644,67.161644
01nov2017,100,13.983524,34.647026,55.296017,67.161644,67.161644,14.914082,44.391159,66.562363,67.161644,67.161644,11.269782,48.56028,65.124374,67.161644,67.161644
01dec2017,100,13.983524,34.647026,55.296017,67.161644,67.161644,14.914082,44.391159,66.562363,67.161644,67.161644,11.269782,48.56028,65.124374,67.161644,67.161644
01jan2018,100,13.873243,34.051666,55.130878,66.013809,66.013809,15.314948,43.540112,65.399361,66.013809,66.013809,11.088036,48.411144,63.952003,66.013809,66.013809
01feb2018,100,13.873243,34.051666,55.130878,66.013809,66.013809,15.314948,43.540112,65.399361,66.013809,66.013809,11.088036,48.411144,63.952003,66.013809,66.013809
01mar2018,100,13.873243,34.051666,55.130878,66.013809,66.013809,15.314948,43.540112,65.399361,66.013809,66.013809,11.088036,48.411144,63.952003,66.013809,66.013809
01apr2018,100,13.873243,34.051666,55.130878,66.992561,66.992561,15.314948,44.51886,66.378113,66.992561,66.992561,11.088036,48.411144,64.930756,66.992561,66.992561
01may2018,100,13.873243,34.051666,55.130878,68.070572,68.070572,15.314948,44.982536,67.456123,68.070572,68.070572,11.088036,48.411144,66.008766,68.070572,68.070572
01jun2018,100,13.873243,34.051666,55.130878,67.709785,67.709785,15.314948,44.621746,67.095329,67.709778,67.709778,11.088036,48.411144,65.64798,67.709785,67.709785
01jul2018,100,13.873243,34.051666,55.130878,67.709785,67.709785,15.314948,44.621746,67.095329,67.709778,67.709778,11.088036,48.411144,65.64798,67.709785,67.709785
01aug2018,100,13.873243,34.051666,55.130878,67.709785,67.709785,15.314948,45.236084,67.095337,67.709785,67.709785,11.088036,48.411144,65.64798,67.709785,67.709785
01sep2018,100,13.873243,34.051666,55.130878,67.709785,67.709785,15.314948,45.236084,67.095337,67.709785,67.709785,11.088036,48.411144,65.64798,67.709785,67.709785
01oct2018,100,13.873243,34.051666,57.192684,67.690598,67.690598,15.314948,48.806053,67.690598,67.690598,67.690598,11.088036,48.411144,67.690598,67.690598,67.690598
01nov2018,100,13.873243,34.051666,57.192684,67.690598,67.690598,15.314948,50.867859,67.690598,67.690598,67.690598,11.088036,48.411144,67.690598,67.690598,67.690598
01dec2018,100,13.873243,34.051666,57.192684,66.485497,74.250931,15.314948,49.662758,74.250931,74.250931,74.250931,11.088036,48.411144,66.485497,74.250931,74.250931
01jan2019,100,13.630429,33.669483,57.150124,66.00045,67.516731,15.692422,49.482784,67.516731,67.516731,67.516731,11.237319,48.505203,66.00045,67.516731,67.516731
01feb2019,100,13.630429,33.669483,63.4356,72.770584,74.286865,15.692422,49.490364,73.809784,74.286865,74.286865,11.237319,48.505203,72.293503,74.286873,74.286873
01mar2019,100,13.630429,33.669483,63.4356,72.770584,74.286865,15.692422,49.490364,73.809784,74.286865,74.286865,11.237319,48.505203,72.293503,74.286873,74.286873
01apr2019,100,13.630429,33.669483,63.4356,72.770584,74.286865,15.692422,49.110188,74.286873,74.286873,74.286873,11.237319,48.505203,72.293503,74.286873,74.286873
01may2019,100,13.630429,33.669483,63.4356,74.286873,74.286873,15.692422,51.006645,74.286865,74.286865,74.286865,11.237319,48.505203,73.809784,74.286865,74.286865
01jun2019,100,13.630429,33.669483,63.4356,74.099754,74.099754,15.692422,50.81953,74.099754,74.099754,74.099754,11.237319,48.505203,73.622673,74.099754,74.099754
01jul2019,100,13.630429,33.669483,63.4356,74.009277,74.009277,15.692422,50.729053,74.009277,74.009277,74.009277,11.237319,48.505203,73.532196,74.009277,74.009277
01aug2019,100,13.630429,33.669483,63.4356,74.009277,74.009277,15.692422,50.729053,74.009277,74.009277,74.009277,11.237319,48.505203,73.532196,74.009277,74.009277
01sep2019,100,13.630429,33.669483,63.4356,74.009277,74.009277,15.692422,50.729053,74.009277,74.009277,74.009277,11.237319,48.505203,73.532196,74.009277,74.009277
01oct2019,100,13.630429,33.669483,63.4356,74.009277,74.009277,15.692422,50.510483,74.009277,74.009277,74.009277,11.237319,48.505203,73.532196,74.009277,74.009277
01nov2019,100,13.630429,33.669483,63.4356,74.009277,74.009277,15.692422,50.510483,74.009277,74.009277,74.009277,11.237319,48.505203,73.532196,74.009277,74.009277
01dec2019,100,13.630429,33.669483,63.4356,74.062927,74.062927,15.692422,50.7827,74.06292,74.06292,74.06292,11.237319,48.505203,73.585838,74.06292,74.06292
01jan2020,100,13.599808,33.164742,63.656536,73.405937,73.405937,16.517429,50.430401,73.405937,73.405937,73.405937,10.970762,48.950363,73.006439,73.405937,73.405937
01feb2020,100,13.599808,33.164742,63.656536,74.465324,74.465324,16.517429,51.489784,74.465324,74.465324,74.465324,10.970762,48.950363,74.065826,74.465324,74.465324
01mar2020,100,13.599808,39.111343,66.845139,76.832649,76.832649,16.517429,51.489784,74.465324,76.832642,76.832642,10.970762,48.950363,76.433144,76.832642,76.832642
01apr2020,100,13.599808,41.939075,67.537842,77.525352,77.525352,16.517429,51.489784,74.658112,77.525352,77.525352,10.970762,49.143158,77.125854,77.525352,77.525352
01may2020,100,13.599808,42.061768,67.66053,77.684158,77.684158,16.517429,51.525906,74.694237,77.684166,77.684166,10.970762,49.143158,77.284668,77.684166,77.684166
01jun2020,100,13.599808,42.554672,68.583145,78.294342,78.294342,16.517429,51.381081,75.123932,78.294327,78.294327,10.970762,49.572861,77.894836,78.294334,78.294334
01jul2020,100,13.599808,42.554672,68.701584,78.386581,78.386581,16.517429,51.381081,75.216171,78.386566,78.386566,10.970762,49.691299,77.987076,78.386574,78.386574
01aug2020,100,13.599808,42.554672,68.726379,78.411377,78.411377,16.517429,51.525906,75.240967,78.411362,78.411362,10.970762,49.716095,78.011871,78.411369,78.411369
01sep2020,100,13.599808,42.554672,68.726379,78.411377,78.411377,16.517429,51.525906,75.240967,78.411362,78.411362,10.970762,49.716095,78.011871,78.411369,78.411369
01oct2020,100,13.599808,42.554672,68.726379,78.424629,78.424629,16.517429,51.539158,75.254227,78.424622,78.424622,10.970762,49.716095,78.025124,78.424622,78.424622
01nov2020,100,13.599808,42.554672,68.138893,77.837143,77.837143,16.517429,51.539158,74.66674,77.837143,77.837143,10.970762,49.716095,77.437637,77.837135,77.837135
01dec2020,100,13.599808,42.554672,68.138893,77.691101,77.837143,16.517429,50.217449,73.105354,77.837143,77.837143,10.970762,49.716095,77.291603,77.837143,77.837143
01jan2021,100,13.504841,42.120979,67.991966,77.870033,77.870033,16.746313,51.508522,74.620804,77.870033,77.870033,10.826074,49.379044,77.496254,77.870033,77.870033
01feb2021,100,13.504841,42.120979,67.991966,77.870033,77.870033,16.746313,51.508522,74.620804,77.870033,77.870033,10.826074,49.379044,77.496254,77.870033,77.870033
01mar2021,100,13.504841,42.120979,67.991966,77.870033,77.870033,16.746313,51.689064,74.801346,77.870033,77.870033,10.826074,49.379044,77.496254,77.870033,77.870033
01apr2021,100,13.504841,42.120979,67.991966,77.870033,77.870033,16.746313,50.8041,74.801346,77.870033,77.870033,10.826074,49.379044,77.496254,77.870033,77.870033
01may2021,100,13.504841,42.120979,67.991966,76.447136,76.447136,16.746313,49.355026,73.378448,76.447136,76.447136,10.826074,49.379044,76.073357,76.447136,76.447136
01jun2021,100,13.504841,42.120979,67.991966,76.146057,76.146057,16.746313,48.731808,72.755234,76.146057,76.146057,10.826074,49.379044,75.77227,76.146049,76.146049
01jul2021,100,13.504841,42.120979,67.991966,76.877686,76.877686,16.746313,50.348404,73.486862,76.877686,76.877686,10.826074,49.379044,76.503899,76.877678,76.877678
01aug2021,100,13.504841,42.120979,69.544418,76.877678,76.877678,16.746313,50.67054,73.808998,76.877686,76.877686,10.826074,49.379044,76.503899,76.877678,76.877678
01sep2021,100,13.504841,42.120979,69.544418,77.356651,77.356651,16.746313,51.149513,74.287971,77.356659,77.356659,10.826074,49.379044,76.98288,77.356659,77.356659
01oct2021,100,13.504841,42.120979,69.544418,77.356651,77.356651,16.746313,51.149513,74.287971,77.356659,77.356659,10.826074,49.379044,76.98288,77.356659,77.356659
01nov2021,100,13.504841,42.120979,69.544418,77.356651,77.356651,16.746313,51.149513,74.287971,77.356659,77.356659,10.826074,49.379044,76.98288,77.356659,77.356659
01dec2021,100,13.504841,42.120979,69.544418,77.356651,77.356651,16.746313,49.139854,74.287971,77.356659,77.356659,10.826074,49.379044,76.98288,77.356659,77.356659
01jan2022,100,13.359162,37.818871,68.003983,75.289825,75.289825,16.660654,50.307686,74.359673,75.289825,75.289825,10.836621,49.092747,74.902077,75.289818,75.289818
01feb2022,100,13.359162,37.818871,68.003983,75.289825,75.289825,16.660654,50.33416,74.359673,75.289825,75.289825,10.836621,49.092747,74.902077,75.289818,75.289818
01mar2022,100,13.359162,37.818871,68.897034,76.176514,76.176514,16.660654,50.327797,75.246361,76.176514,76.176514,10.836621,49.985798,75.788765,76.176506,76.176506
01apr2022,100,13.359162,37.818871,68.721481,76.000961,76.000961,16.660654,50.327797,75.070808,76.000961,76.000961,10.836621,49.810246,75.613213,76.000954,76.000954
01may2022,100,13.359162,37.818871,68.721481,76.000961,76.000961,16.660654,50.327797,75.070808,76.000961,76.000961,10.836621,49.810246,75.613213,76.000954,76.000954
01jun2022,100,13.359162,37.818871,68.721481,76.000961,76.000961,16.660654,49.914268,75.070801,76.000954,76.000954,10.836621,49.810246,75.613213,76.000954,76.000954
01jul2022,100,13.359162,37.818871,68.724281,76.003761,76.003761,16.660654,50.327797,75.073608,76.003761,76.003761,10.836621,49.813042,75.616013,76.003754,76.003754
01aug2022,100,13.359162,37.818871,68.724281,76.003761,76.003761,16.660654,50.327797,75.073608,76.003761,76.003761,10.836621,49.813042,75.616013,76.003754,76.003754
01sep2022,100,13.359162,37.818871,68.724281,76.003761,76.003761,16.660654,50.327797,75.073608,76.003761,76.003761,10.836621,49.813042,75.616013,76.003754,76.003754
01oct2022,100,13.359162,37.818871,68.724281,76.003761,76.003761,16.660654,50.327797,75.073608,76.003761,76.003761,10.836621,49.813042,75.616013,76.003754,76.003754
01nov2022,100,13.359162,37.818871,68.724281,76.003761,76.003761,16.660654,50.327797,75.073608,76.003761,76.003761,10.836621,49.813042,75.616013,76.003754,76.003754
01dec2022,100,13.359162,37.818871,68.724281,76.003761,76.003761,16.660654,50.544083,75.073608,76.003761,76.003761,10.836621,49.813042,75.616013,76.003754,76.003754
01jan2023,100,13.336669,37.367428,69.013123,76.277985,76.277985,17.027237,50.487076,75.368271,76.277977,76.277977,10.566131,49.695972,75.88575,76.277977,76.277977
01feb2023,100,13.336669,37.367428,69.013123,76.220337,76.220337,17.027237,50.429428,75.310623,76.220329,76.220329,10.566131,49.695972,75.828102,76.220329,76.220329
01mar2023,100,13.336669,37.367428,69.013123,76.220337,76.220337,17.027237,50.429428,75.310623,76.220329,76.220329,10.566131,49.695972,75.828102,76.220329,76.220329
01apr2023,100,13.336669,37.367428,69.013123,76.220337,76.220337,17.027237,50.429428,75.310623,76.220329,76.220329,10.566131,49.695972,75.828102,76.220329,76.220329
01may2023,100,13.336669,37.367428,69.013123,76.220337,76.220337,17.027237,50.429428,75.310623,76.220329,76.220329,10.566131,49.695972,75.828102,76.220329,76.220329
01jun2023,100,13.336669,37.367428,69.013123,76.186676,76.186676,17.027237,50.395771,75.276962,76.186668,76.186668,10.566131,49.695972,75.794441,76.186668,76.186668
01jul2023,100,13.336669,37.367428,69.013123,76.220337,76.220337,17.027237,50.429428,75.310623,76.220329,76.220329,10.566131,49.695972,75.828102,76.220329,76.220329
01aug2023,100,13.336669,37.367428,69.013123,76.220337,76.220337,17.027237,50.035763,75.310623,76.220329,76.220329,10.566131,49.695972,75.828102,76.220329,76.220329
01sep2023,100,13.336669,37.367428,69.013123,76.220337,76.220337,17.027237,49.900467,75.310623,76.220329,76.220329,10.566131,49.695972,75.69281,76.220337,76.220337
01oct2023,100,13.336669,37.367428,69.013123,76.220337,76.220337,17.027237,49.900467,75.310623,76.220329,76.220329,10.566131,49.695972,75.69281,76.220337,76.220337
01nov2023,100,13.336669,37.367428,69.013123,77.363586,77.363586,17.027237,51.435947,76.453873,77.363579,77.363579,10.566131,49.695972,77.228287,77.363579,77.363579
01dec2023,100,13.336669,37.367428,69.013123,74.255318,74.255318,17.027237,48.327682,73.345604,74.25531,74.25531,10.566131,49.695972,74.120026,74.255318,74.255318
01jan2024,100,13.305461,36.964554,69.188202,74.381104,74.381104,17.352558,48.274044,73.477921,74.381096,74.381096,10.35204,49.620579,74.250519,74.381096,74.381096
01feb2024,100,13.305461,36.964554,67.916878,73.109779,73.109779,17.352558,48.110207,72.206604,73.109779,73.109779,10.35204,48.349258,72.815361,73.109779,73.109779
01mar2024,100,13.305461,36.964554,67.916878,73.109779,73.109779,17.352558,48.110207,72.206604,73.109779,73.109779,10.35204,48.349258,72.815361,73.109779,73.109779
01apr2024,100,13.305461,36.964554,67.786301,72.979202,72.979202,17.352558,47.954388,71.920204,72.979202,72.979202,10.35204,48.349258,72.815361,72.979202,72.979202
01may2024,100,13.305461,36.964554,67.786301,72.979202,72.979202,17.352558,47.954388,71.920204,72.979202,72.979202,10.35204,48.349258,72.815361,72.979202,72.979202
01jun2024,100,13.305461,36.964554,67.786301,72.979202,72.979202,17.352558,47.954388,71.920204,72.979202,72.979202,10.35204,48.349258,72.815361,72.979202,72.979202
01jul2024,100,13.305461,36.964554,67.786301,72.218895,72.218895,17.352558,45.379128,70.996063,72.218895,72.218895,10.35204,48.349258,70.240097,72.055054,72.218895
01aug2024,100,13.305461,36.964554,68.190262,71.918976,71.918976,17.352558,43.812263,70.696136,71.918968,71.918968,10.35204,48.75322,69.940178,71.755135,71.918976
01sep2024,100,13.305461,36.964554,68.190262,71.918976,71.918976,17.352558,43.812263,70.696136,71.918968,71.918968,10.35204,48.75322,69.940178,71.755135,71.918976
01oct2024,100,13.305461,36.964554,68.190262,72.190742,72.190742,17.352558,44.084038,70.967911,72.190742,72.190742,10.35204,48.75322,70.211952,72.026909,72.19075
01nov2024,100,13.305461,36.964554,68.190262,72.190742,72.190742,17.352558,44.084038,70.967911,72.190742,72.190742,10.35204,48.75322,70.211952,72.026909,72.19075
01dec2024,100,13.305461,36.964554,68.190262,73.152351,73.152351,17.352558,45.201458,72.085327,73.152344,73.152344,10.35204,48.75322,71.173553,72.98851,73.152351
01jan2025,100,13.190715,36.534473,68.350876,73.365746,73.365746,17.671562,45.295307,72.303711,73.365753,73.365753,10.18189,48.655449,71.369293,73.201942,73.365746
01feb2025,100,13.190715,36.534473,68.350876,73.365746,73.365746,17.671562,45.295307,72.303711,73.365753,73.365753,10.18189,48.655449,71.369293,73.201942,73.365746
01mar2025,100,13.190715,36.534473,68.350876,73.365746,73.365746,17.671562,45.268219,72.303711,73.365753,73.365753,10.18189,48.655449,71.369293,73.201942,73.365746
01apr2025,100,13.190715,36.534473,68.350876,73.758934,73.758934,17.671562,45.268219,72.303711,73.758942,73.758942,10.18189,48.655449,71.369293,73.201942,73.758934
01may2025,100,13.190715,36.534473,68.350876,75.901703,75.901703,17.671562,47.410988,74.446472,75.901703,75.901703,10.18189,48.655449,73.512062,75.344711,75.901703
01jun2025,100,13.190715,36.534473,68.350876,75.901703,75.901703,17.671562,49.03389,75.003464,75.901703,75.901703,10.18189,48.655449,75.134964,75.901703,75.901703
01jul2025,100,13.190715,36.534473,68.350876,75.901703,75.901703,17.671562,49.03389,75.003464,75.901703,75.901703,10.18189,48.655449,75.134964,75.901703,75.901703
01aug2025,100,13.190715,36.534473,68.350876,76.029655,76.029655,17.671562,49.161842,75.131424,76.029663,76.029663,10.18189,48.655449,75.262909,76.029648,76.029648
01sep2025,100,13.190715,36.534473,68.350876,76.029655,76.029655,17.671562,49.541756,75.131416,76.029655,76.029655,10.18189,48.655449,75.262909,76.029648,76.029648
01oct2025,100,13.190715,36.534473,68.350876,76.043213,76.043213,17.671562,49.555313,75.144974,76.043213,76.043213,10.18189,48.655449,75.276474,76.043213,76.043213
01nov2025,100,13.190715,36.534473,68.350876,76.043213,76.043213,17.671562,49.555313,75.144974,76.043213,76.043213,10.18189,48.655449,75.276474,76.043213,76.043213
01dec2025,100,13.190715,36.534473,68.350876,76.043213,76.043213,17.671562,49.555313,75.144974,76.043213,76.043213,10.18189,48.655449,75.276474,76.043213,76.043213
